series,mass,noq_error
FOODS_3_155,741.0,727.0871894288184
FOODS_3_156,1772.0,1268.4340738671144
FOODS_3_159,498.0,505.2592150391987
FOODS_3_161,339.0,339.78365079779155
FOODS_3_162,743.0,714.7844693125905
FOODS_3_163,1894.0,1358.020767026663
FOODS_3_164,462.0,453.02266024675043
FOODS_3_166,1603.0,1272.6684439162827
FOODS_3_169,2051.0,1418.656156812916
FOODS_3_170,1159.0,1004.3493279041015
FOODS_3_171,114.0,113.16624474167821
FOODS_3_178,3109.0,1784.422224640401
FOODS_3_180,513.0,513.0698271365319
FOODS_3_182,751.0,693.6528230170198
FOODS_3_183,1957.0,1418.6537011574903
FOODS_3_184,787.0,651.1981246593867
FOODS_3_188,406.0,386.0260913464581
FOODS_3_190,2511.0,1879.608021860467
FOODS_3_191,1581.0,1254.0872383569786
FOODS_3_193,277.0,277.22994890631855
FOODS_3_194,2106.0,1304.6334465047453
FOODS_3_197,601.0,584.0195894834975
FOODS_3_198,112.0,113.48963627575684
FOODS_3_200,1463.0,1192.6497135912177
FOODS_3_202,20429.0,5555.85553869295
FOODS_3_203,2336.0,1453.7818721906028
FOODS_3_204,597.0,604.6070116767321
FOODS_3_206,282.0,287.22496270514125
FOODS_3_210,62.0,61.997918407541704
FOODS_3_214,2424.0,1915.8354142342123
FOODS_3_216,293.0,292.33544388230183
FOODS_3_217,1582.0,1107.3477963212063
FOODS_3_218,735.0,719.9585404619444
FOODS_3_219,4438.0,2861.1988044955137
FOODS_3_220,284.0,284.0184366805093
FOODS_3_222,1055.0,900.3065869556614
FOODS_3_224,1853.0,1202.6598634471268
FOODS_3_226,21440.0,5050.700218249422
FOODS_3_227,4253.0,2128.268240831025
FOODS_3_229,1388.0,1051.4692813307863
FOODS_3_230,3358.0,1790.4846852824764
FOODS_3_234,10340.0,8352.421596830172
FOODS_3_235,721.0,692.9503292371247
FOODS_3_237,1320.0,1233.3440224952576
FOODS_3_240,629.0,627.8849837267168
FOODS_3_242,1048.0,909.3457818004698
